session_id,date,month,month_num,year,year_month,day_of_week,traffic_source,landing_page,device,location,pages_viewed,session_duration_s,bounced,converted,new_user
SES-0032787,2024-03-10,March,3,2024,2024-03,Sunday,Organic Search,/home,Mobile,San Antonio,8,408.0,False,False,True
SES-0032788,2024-03-10,March,3,2024,2024-03,Sunday,Organic Search,/services,Tablet,Philadelphia,5,277.0,False,False,True
SES-0032789,2024-03-10,March,3,2024,2024-03,Sunday,Email Campaign,/about,Mobile,Chicago,1,11.0,True,False,True
SES-0032790,2024-03-10,March,3,2024,2024-03,Sunday,Social Media,/services,Desktop,Phoenix,4,183.0,False,False,False
SES-0032791,2024-03-10,March,3,2024,2024-03,Sunday,Direct,/home,Mobile,Chicago,3,228.0,False,False,True
SES-0032792,2024-03-10,March,3,2024,2024-03,Sunday,Direct,/services,Mobile,Chicago,5,277.0,False,False,True
SES-0032793,2024-03-10,March,3,2024,2024-03,Sunday,Paid Search,/contact,Mobile,Philadelphia,1,28.0,True,False,True
SES-0032794,2024-03-10,March,3,2024,2024-03,Sunday,Direct,/home,Desktop,Chicago,1,41.0,True,False,False
SES-0032795,2024-03-10,March,3,2024,2024-03,Sunday,Organic Search,/home,Desktop,Dallas,1,19.0,True,False,True
SES-0032796,2024-03-10,March,3,2024,2024-03,Sunday,Social Media,/home,Mobile,New York,7,236.0,False,False,True
SES-0032797,2024-03-10,March,3,2024,2024-03,Sunday,Organic Search,/about,Desktop,San Diego,5,230.0,False,False,True
SES-0032798,2024-03-10,March,3,2024,2024-03,Sunday,Social Media,/home,Mobile,San Diego,1,34.0,True,False,True
SES-0032799,2024-03-10,March,3,2024,2024-03,Sunday,Organic Search,/services,Mobile,Philadelphia,1,40.0,True,False,False
SES-0032800,2024-03-10,March,3,2024,2024-03,Sunday,Organic Search,/services,Desktop,Austin,6,444.0,False,False,True
SES-0032801,2024-03-10,March,3,2024,2024-03,Sunday,Direct,/home,Desktop,New York,7,443.0,False,False,True
SES-0032802,2024-03-10,March,3,2024,2024-03,Sunday,Referral,/services,Desktop,San Diego,1,30.0,True,False,False
SES-0032803,2024-03-10,March,3,2024,2024-03,Sunday,Organic Search,/services,Tablet,Houston,1,39.0,True,False,False
SES-0032804,2024-03-10,March,3,2024,2024-03,Sunday,Social Media,/team,Desktop,San Diego,1,31.0,True,False,True
SES-0032805,2024-03-10,March,3,2024,2024-03,Sunday,Organic Search,/contact,Mobile,San Antonio,7,281.0,False,False,False
SES-0032806,2024-03-10,March,3,2024,2024-03,Sunday,Direct,/blog,Desktop,Philadelphia,6,248.0,False,False,True
SES-0032807,2024-03-10,March,3,2024,2024-03,Sunday,Direct,/testimonials,Desktop,San Antonio,1,15.0,True,False,True
SES-0032808,2024-03-10,March,3,2024,2024-03,Sunday,Direct,/home,Desktop,San Diego,5,281.0,False,False,False
SES-0032809,2024-03-10,March,3,2024,2024-03,Sunday,Organic Search,/book-appointment,Desktop,Los Angeles,1,36.0,True,False,True
SES-0032810,2024-03-10,March,3,2024,2024-03,Sunday,Organic Search,/about,Desktop,New York,1,31.0,True,False,True
SES-0032811,2024-03-10,March,3,2024,2024-03,Sunday,Direct,/team,Desktop,San Antonio,1,26.0,True,False,True
SES-0032812,2024-03-10,March,3,2024,2024-03,Sunday,Organic Search,/about,Mobile,Los Angeles,1,35.0,True,False,True
SES-0032813,2024-03-11,March,3,2024,2024-03,Monday,Direct,/services,Desktop,Austin,4,265.0,False,False,True
SES-0032814,2024-03-11,March,3,2024,2024-03,Monday,Organic Search,/about,Tablet,Los Angeles,3,329.0,False,False,True
SES-0032815,2024-03-11,March,3,2024,2024-03,Monday,Email Campaign,/about,Mobile,San Diego,7,391.0,False,False,True
SES-0032816,2024-03-11,March,3,2024,2024-03,Monday,Organic Search,/about,Mobile,San Diego,1,20.0,True,False,True
SES-0032817,2024-03-11,March,3,2024,2024-03,Monday,Paid Search,/book-appointment,Mobile,Dallas,1,33.0,True,False,True
SES-0032818,2024-03-11,March,3,2024,2024-03,Monday,Social Media,/services,Mobile,Houston,5,298.0,False,False,False
SES-0032819,2024-03-11,March,3,2024,2024-03,Monday,Direct,/book-appointment,Mobile,Phoenix,2,323.0,False,False,False
SES-0032820,2024-03-11,March,3,2024,2024-03,Monday,Direct,/home,Desktop,Dallas,4,257.0,False,False,True
SES-0032821,2024-03-11,March,3,2024,2024-03,Monday,Paid Search,/about,Mobile,Chicago,1,30.0,True,False,False
SES-0032822,2024-03-11,March,3,2024,2024-03,Monday,Organic Search,/services,Desktop,Los Angeles,1,26.0,True,False,False
SES-0032823,2024-03-11,March,3,2024,2024-03,Monday,Direct,/home,Desktop,Austin,8,128.0,False,False,True
SES-0032824,2024-03-11,March,3,2024,2024-03,Monday,Social Media,/home,Mobile,San Diego,6,364.0,False,False,True
SES-0032825,2024-03-11,March,3,2024,2024-03,Monday,Email Campaign,/book-appointment,Desktop,Austin,2,262.0,False,False,False
SES-0032826,2024-03-11,March,3,2024,2024-03,Monday,Direct,/blog,Desktop,San Diego,5,466.0,False,False,True
SES-0032827,2024-03-11,March,3,2024,2024-03,Monday,Direct,/services,Mobile,New York,2,439.0,False,False,True
SES-0032828,2024-03-11,March,3,2024,2024-03,Monday,Paid Search,/services,Mobile,Phoenix,2,451.0,False,False,False
SES-0032829,2024-03-11,March,3,2024,2024-03,Monday,Organic Search,/blog,Mobile,San Diego,6,105.0,False,False,True
SES-0032830,2024-03-11,March,3,2024,2024-03,Monday,Email Campaign,/home,Desktop,Philadelphia,1,20.0,True,False,True
SES-0032831,2024-03-11,March,3,2024,2024-03,Monday,Organic Search,/about,Mobile,Dallas,1,17.0,True,False,True
SES-0032832,2024-03-11,March,3,2024,2024-03,Monday,Organic Search,/book-appointment,Desktop,Dallas,1,42.0,True,False,True
SES-0032833,2024-03-11,March,3,2024,2024-03,Monday,Paid Search,/testimonials,Desktop,Houston,1,11.0,True,False,False
SES-0032834,2024-03-11,March,3,2024,2024-03,Monday,Social Media,/home,Mobile,San Diego,1,32.0,True,False,True
SES-0032835,2024-03-11,March,3,2024,2024-03,Monday,Organic Search,/services,Mobile,Houston,5,443.0,False,False,True
SES-0032836,2024-03-11,March,3,2024,2024-03,Monday,Referral,/book-appointment,Desktop,Phoenix,1,12.0,True,False,False
SES-0032837,2024-03-11,March,3,2024,2024-03,Monday,Direct,/home,Desktop,Dallas,6,448.0,False,False,False
SES-0032838,2024-03-11,March,3,2024,2024-03,Monday,Direct,/services,Desktop,Houston,1,14.0,True,False,True
SES-0032839,2024-03-11,March,3,2024,2024-03,Monday,Direct,/about,Mobile,Dallas,1,21.0,True,False,True
SES-0032840,2024-03-11,March,3,2024,2024-03,Monday,Social Media,/contact,Desktop,San Diego,1,31.0,True,False,True
SES-0032841,2024-03-11,March,3,2024,2024-03,Monday,Social Media,/faq,Desktop,Phoenix,5,94.0,False,False,False
SES-0032842,2024-03-11,March,3,2024,2024-03,Monday,Social Media,/services,Mobile,Los Angeles,1,15.0,True,False,True
SES-0032843,2024-03-11,March,3,2024,2024-03,Monday,Direct,/about,Desktop,Houston,5,249.0,False,False,True
SES-0032844,2024-03-11,March,3,2024,2024-03,Monday,Direct,/home,Desktop,San Antonio,5,319.0,False,False,True
SES-0032845,2024-03-11,March,3,2024,2024-03,Monday,Organic Search,/blog,Desktop,Phoenix,1,43.0,True,False,False
SES-0032846,2024-03-11,March,3,2024,2024-03,Monday,Social Media,/about,Desktop,Philadelphia,6,361.0,False,False,False
SES-0032847,2024-03-11,March,3,2024,2024-03,Monday,Paid Search,/services,Mobile,Dallas,6,419.0,False,False,False
SES-0032848,2024-03-11,March,3,2024,2024-03,Monday,Organic Search,/home,Desktop,Austin,1,10.0,True,False,True
SES-0032849,2024-03-11,March,3,2024,2024-03,Monday,Email Campaign,/home,Desktop,Houston,1,43.0,True,False,False
SES-0032850,2024-03-11,March,3,2024,2024-03,Monday,Organic Search,/home,Desktop,Phoenix,5,324.0,False,False,True
SES-0032851,2024-03-11,March,3,2024,2024-03,Monday,Direct,/book-appointment,Tablet,Houston,2,237.0,False,False,True
SES-0032852,2024-03-11,March,3,2024,2024-03,Monday,Direct,/book-appointment,Desktop,Chicago,7,389.0,False,False,True
SES-0032853,2024-03-11,March,3,2024,2024-03,Monday,Paid Search,/blog,Desktop,Dallas,1,29.0,True,False,True
SES-0032854,2024-03-11,March,3,2024,2024-03,Monday,Organic Search,/home,Desktop,Chicago,5,146.0,False,False,False
SES-0032855,2024-03-11,March,3,2024,2024-03,Monday,Email Campaign,/services,Desktop,Dallas,2,265.0,False,False,False
SES-0032856,2024-03-11,March,3,2024,2024-03,Monday,Organic Search,/home,Mobile,New York,6,299.0,False,False,False
SES-0032857,2024-03-11,March,3,2024,2024-03,Monday,Social Media,/home,Desktop,Dallas,4,250.0,False,False,True
SES-0032858,2024-03-11,March,3,2024,2024-03,Monday,Direct,/blog,Desktop,San Diego,3,94.0,False,False,False
SES-0032859,2024-03-11,March,3,2024,2024-03,Monday,Social Media,/home,Mobile,Austin,8,326.0,False,False,True
SES-0032860,2024-03-11,March,3,2024,2024-03,Monday,Email Campaign,/home,Desktop,Houston,1,15.0,True,False,False
SES-0032861,2024-03-11,March,3,2024,2024-03,Monday,Paid Search,/book-appointment,Mobile,Chicago,8,238.0,False,False,True
SES-0032862,2024-03-11,March,3,2024,2024-03,Monday,Referral,/blog,Desktop,San Antonio,8,130.0,False,False,False
SES-0032863,2024-03-11,March,3,2024,2024-03,Monday,Organic Search,/about,Mobile,Dallas,1,40.0,True,False,False
SES-0032864,2024-03-11,March,3,2024,2024-03,Monday,Paid Search,/home,Mobile,New York,3,323.0,False,False,True
SES-0032865,2024-03-11,March,3,2024,2024-03,Monday,Organic Search,/home,Desktop,Dallas,5,335.0,False,False,False
SES-0032866,2024-03-11,March,3,2024,2024-03,Monday,Organic Search,/about,Desktop,Chicago,2,193.0,False,False,True
SES-0032867,2024-03-11,March,3,2024,2024-03,Monday,Social Media,/book-appointment,Mobile,Houston,6,368.0,False,False,True
SES-0032868,2024-03-11,March,3,2024,2024-03,Monday,Organic Search,/faq,Mobile,Austin,6,392.0,False,True,True
SES-0032869,2024-03-11,March,3,2024,2024-03,Monday,Direct,/book-appointment,Desktop,Dallas,2,240.0,False,False,True
SES-0032870,2024-03-11,March,3,2024,2024-03,Monday,Paid Search,/home,Mobile,Houston,1,15.0,True,False,True
SES-0032871,2024-03-11,March,3,2024,2024-03,Monday,Organic Search,/book-appointment,Mobile,Los Angeles,2,109.0,False,False,True
SES-0032872,2024-03-11,March,3,2024,2024-03,Monday,Organic Search,/home,Desktop,San Antonio,1,27.0,True,False,True
SES-0032873,2024-03-11,March,3,2024,2024-03,Monday,Social Media,/contact,Desktop,Dallas,1,12.0,True,False,True
SES-0032874,2024-03-11,March,3,2024,2024-03,Monday,Social Media,/services,Desktop,Dallas,2,445.0,False,False,True
SES-0032875,2024-03-11,March,3,2024,2024-03,Monday,Paid Search,/book-appointment,Mobile,Austin,1,31.0,True,False,False
SES-0032876,2024-03-11,March,3,2024,2024-03,Monday,Social Media,/contact,Mobile,New York,4,256.0,False,False,False
SES-0032877,2024-03-11,March,3,2024,2024-03,Monday,Organic Search,/home,Desktop,Dallas,5,229.0,False,False,True
SES-0032878,2024-03-11,March,3,2024,2024-03,Monday,Direct,/services,Desktop,Chicago,5,458.0,False,False,False
SES-0032879,2024-03-11,March,3,2024,2024-03,Monday,Organic Search,/services,Mobile,Phoenix,7,430.0,False,False,True
SES-0032880,2024-03-11,March,3,2024,2024-03,Monday,Organic Search,/book-appointment,Desktop,San Diego,1,43.0,True,False,False
SES-0032881,2024-03-11,March,3,2024,2024-03,Monday,Organic Search,/book-appointment,Desktop,San Antonio,1,10.0,True,False,True
SES-0032882,2024-03-11,March,3,2024,2024-03,Monday,Email Campaign,/home,Desktop,San Antonio,2,168.0,False,False,False
SES-0032883,2024-03-11,March,3,2024,2024-03,Monday,Direct,/home,Mobile,San Diego,4,71.0,False,False,False
SES-0032884,2024-03-11,March,3,2024,2024-03,Monday,Direct,/blog,Mobile,Phoenix,1,28.0,True,False,True
SES-0032885,2024-03-11,March,3,2024,2024-03,Monday,Referral,/about,Desktop,Philadelphia,1,45.0,True,False,False
SES-0032886,2024-03-11,March,3,2024,2024-03,Monday,Organic Search,/services,Desktop,Chicago,7,97.0,False,False,True
SES-0032887,2024-03-11,March,3,2024,2024-03,Monday,Social Media,/team,Desktop,Chicago,1,23.0,True,False,True
SES-0032888,2024-03-11,March,3,2024,2024-03,Monday,Paid Search,/about,Desktop,Austin,5,426.0,False,False,True
SES-0032889,2024-03-11,March,3,2024,2024-03,Monday,Paid Search,/about,Desktop,Austin,1,27.0,True,False,True
SES-0032890,2024-03-11,March,3,2024,2024-03,Monday,Paid Search,/team,Mobile,New York,6,446.0,False,False,True
SES-0032891,2024-03-11,March,3,2024,2024-03,Monday,Paid Search,/services,Mobile,Philadelphia,1,30.0,True,False,True
SES-0032892,2024-03-11,March,3,2024,2024-03,Monday,Organic Search,/book-appointment,Desktop,Los Angeles,1,44.0,True,False,True
SES-0032893,2024-03-11,March,3,2024,2024-03,Monday,Direct,/home,Desktop,Philadelphia,3,263.0,False,False,True
SES-0032894,2024-03-11,March,3,2024,2024-03,Monday,Organic Search,/home,Mobile,San Diego,5,426.0,False,False,True
SES-0032895,2024-03-11,March,3,2024,2024-03,Monday,Organic Search,/contact,Mobile,Phoenix,5,192.0,False,False,True
SES-0032896,2024-03-11,March,3,2024,2024-03,Monday,Direct,/home,Mobile,Houston,5,133.0,False,False,True
SES-0032897,2024-03-11,March,3,2024,2024-03,Monday,Paid Search,/home,Desktop,New York,1,43.0,True,False,False
SES-0032898,2024-03-11,March,3,2024,2024-03,Monday,Direct,/book-appointment,Mobile,San Diego,1,19.0,True,False,False
SES-0032899,2024-03-11,March,3,2024,2024-03,Monday,Direct,/services,Desktop,Phoenix,7,368.0,False,True,False
SES-0032900,2024-03-11,March,3,2024,2024-03,Monday,Organic Search,/book-appointment,Desktop,San Diego,8,99.0,False,False,False
SES-0032901,2024-03-11,March,3,2024,2024-03,Monday,Social Media,/home,Mobile,San Diego,1,16.0,True,False,True
SES-0032902,2024-03-11,March,3,2024,2024-03,Monday,Organic Search,/team,Desktop,Philadelphia,3,136.0,False,False,True
SES-0032903,2024-03-11,March,3,2024,2024-03,Monday,Organic Search,/home,Desktop,Los Angeles,1,26.0,True,False,True
SES-0032904,2024-03-11,March,3,2024,2024-03,Monday,Social Media,/services,Desktop,New York,5,261.0,False,False,True
SES-0032905,2024-03-11,March,3,2024,2024-03,Monday,Organic Search,/about,Mobile,Phoenix,1,24.0,True,False,True
SES-0032906,2024-03-12,March,3,2024,2024-03,Tuesday,Paid Search,/home,Mobile,Phoenix,4,120.0,False,False,False
SES-0032907,2024-03-12,March,3,2024,2024-03,Tuesday,Organic Search,/home,Mobile,Phoenix,2,415.0,False,False,True
SES-0032908,2024-03-12,March,3,2024,2024-03,Tuesday,Direct,/blog,Mobile,Dallas,1,30.0,True,False,True
SES-0032909,2024-03-12,March,3,2024,2024-03,Tuesday,Organic Search,/services,Mobile,Dallas,1,21.0,True,False,True
SES-0032910,2024-03-12,March,3,2024,2024-03,Tuesday,Direct,/home,Desktop,Philadelphia,8,434.0,False,False,True
SES-0032911,2024-03-12,March,3,2024,2024-03,Tuesday,Organic Search,/about,Desktop,San Antonio,1,17.0,True,False,False
SES-0032912,2024-03-12,March,3,2024,2024-03,Tuesday,Direct,/book-appointment,Mobile,Dallas,4,445.0,False,False,False
SES-0032913,2024-03-12,March,3,2024,2024-03,Tuesday,Organic Search,/services,Desktop,Philadelphia,3,361.0,False,False,True
SES-0032914,2024-03-12,March,3,2024,2024-03,Tuesday,Direct,/book-appointment,Mobile,Phoenix,3,404.0,False,False,False
SES-0032915,2024-03-12,March,3,2024,2024-03,Tuesday,Direct,/book-appointment,Tablet,New York,6,140.0,False,False,True
SES-0032916,2024-03-12,March,3,2024,2024-03,Tuesday,Email Campaign,/home,Mobile,Phoenix,8,64.0,False,False,False
SES-0032917,2024-03-12,March,3,2024,2024-03,Tuesday,Direct,/home,Desktop,Los Angeles,7,72.0,False,False,True
SES-0032918,2024-03-12,March,3,2024,2024-03,Tuesday,Social Media,/services,Mobile,San Antonio,1,36.0,True,False,True
SES-0032919,2024-03-12,March,3,2024,2024-03,Tuesday,Organic Search,/book-appointment,Mobile,Phoenix,8,305.0,False,False,True
SES-0032920,2024-03-12,March,3,2024,2024-03,Tuesday,Social Media,/home,Desktop,San Antonio,4,425.0,False,False,True
SES-0032921,2024-03-12,March,3,2024,2024-03,Tuesday,Paid Search,/contact,Tablet,Phoenix,6,145.0,False,False,True
SES-0032922,2024-03-12,March,3,2024,2024-03,Tuesday,Direct,/home,Desktop,Houston,5,382.0,False,False,False
SES-0032923,2024-03-12,March,3,2024,2024-03,Tuesday,Organic Search,/services,Mobile,San Diego,1,21.0,True,False,True
SES-0032924,2024-03-12,March,3,2024,2024-03,Tuesday,Email Campaign,/home,Desktop,Los Angeles,7,315.0,False,False,True
SES-0032925,2024-03-12,March,3,2024,2024-03,Tuesday,Paid Search,/book-appointment,Desktop,Phoenix,2,78.0,False,False,False
SES-0032926,2024-03-12,March,3,2024,2024-03,Tuesday,Social Media,/contact,Tablet,Dallas,6,411.0,False,False,True
SES-0032927,2024-03-12,March,3,2024,2024-03,Tuesday,Organic Search,/about,Desktop,New York,1,15.0,True,False,False
SES-0032928,2024-03-12,March,3,2024,2024-03,Tuesday,Direct,/home,Mobile,Austin,2,112.0,False,False,True
SES-0032929,2024-03-12,March,3,2024,2024-03,Tuesday,Organic Search,/book-appointment,Tablet,Houston,1,35.0,True,False,True
SES-0032930,2024-03-12,March,3,2024,2024-03,Tuesday,Organic Search,/home,Desktop,San Diego,8,229.0,False,False,True
SES-0032931,2024-03-12,March,3,2024,2024-03,Tuesday,Organic Search,/home,Desktop,Philadelphia,3,328.0,False,False,True
SES-0032932,2024-03-12,March,3,2024,2024-03,Tuesday,Organic Search,/about,Mobile,Phoenix,1,16.0,True,False,True
SES-0032933,2024-03-12,March,3,2024,2024-03,Tuesday,Direct,/services,Mobile,San Diego,5,239.0,False,False,False
SES-0032934,2024-03-12,March,3,2024,2024-03,Tuesday,Paid Search,/contact,Desktop,Philadelphia,4,130.0,False,False,False
SES-0032935,2024-03-12,March,3,2024,2024-03,Tuesday,Organic Search,/blog,Desktop,New York,3,224.0,False,False,True
SES-0032936,2024-03-12,March,3,2024,2024-03,Tuesday,Direct,/services,Desktop,Chicago,4,279.0,False,False,True
SES-0032937,2024-03-12,March,3,2024,2024-03,Tuesday,Social Media,/home,Mobile,San Diego,1,39.0,True,False,True
SES-0032938,2024-03-12,March,3,2024,2024-03,Tuesday,Direct,/about,Desktop,San Diego,4,399.0,False,False,True
SES-0032939,2024-03-12,March,3,2024,2024-03,Tuesday,Organic Search,/contact,Desktop,Houston,3,429.0,False,False,True
SES-0032940,2024-03-12,March,3,2024,2024-03,Tuesday,Direct,/services,Desktop,Austin,7,386.0,False,False,True
SES-0032941,2024-03-12,March,3,2024,2024-03,Tuesday,Organic Search,/book-appointment,Desktop,Houston,5,409.0,False,False,False
SES-0032942,2024-03-12,March,3,2024,2024-03,Tuesday,Organic Search,/home,Desktop,Los Angeles,1,26.0,True,False,True
SES-0032943,2024-03-12,March,3,2024,2024-03,Tuesday,Email Campaign,/about,Desktop,San Antonio,1,29.0,True,False,True
SES-0032944,2024-03-12,March,3,2024,2024-03,Tuesday,Paid Search,/book-appointment,Desktop,Phoenix,7,180.0,False,False,False
SES-0032945,2024-03-12,March,3,2024,2024-03,Tuesday,Social Media,/about,Mobile,San Diego,4,79.0,False,False,False
SES-0032946,2024-03-12,March,3,2024,2024-03,Tuesday,Organic Search,/faq,Mobile,Los Angeles,5,237.0,False,False,True
SES-0032947,2024-03-12,March,3,2024,2024-03,Tuesday,Organic Search,/blog,Desktop,San Diego,6,111.0,False,False,True
SES-0032948,2024-03-12,March,3,2024,2024-03,Tuesday,Direct,/services,Mobile,Dallas,1,42.0,True,False,True
SES-0032949,2024-03-12,March,3,2024,2024-03,Tuesday,Social Media,/team,Desktop,Chicago,7,221.0,False,False,True
SES-0032950,2024-03-12,March,3,2024,2024-03,Tuesday,Social Media,/services,Desktop,Chicago,1,28.0,True,False,False
SES-0032951,2024-03-12,March,3,2024,2024-03,Tuesday,Paid Search,/about,Desktop,Austin,8,299.0,False,False,False
SES-0032952,2024-03-12,March,3,2024,2024-03,Tuesday,Paid Search,/services,Desktop,San Diego,2,347.0,False,False,False
SES-0032953,2024-03-12,March,3,2024,2024-03,Tuesday,Organic Search,/services,Desktop,San Diego,2,289.0,False,False,False
SES-0032954,2024-03-12,March,3,2024,2024-03,Tuesday,Organic Search,/book-appointment,Desktop,Austin,5,187.0,False,False,True
SES-0032955,2024-03-12,March,3,2024,2024-03,Tuesday,Direct,/blog,Tablet,Dallas,1,37.0,True,False,True
SES-0032956,2024-03-12,March,3,2024,2024-03,Tuesday,Organic Search,/home,Mobile,Austin,4,154.0,False,False,False
SES-0032957,2024-03-12,March,3,2024,2024-03,Tuesday,Social Media,/home,Desktop,San Antonio,3,136.0,False,False,False
SES-0032958,2024-03-12,March,3,2024,2024-03,Tuesday,Organic Search,/home,Desktop,New York,1,14.0,True,False,False
SES-0032959,2024-03-12,March,3,2024,2024-03,Tuesday,Organic Search,/services,Desktop,Chicago,1,23.0,True,False,False
SES-0032960,2024-03-12,March,3,2024,2024-03,Tuesday,Organic Search,/book-appointment,Desktop,San Antonio,8,409.0,False,False,True
SES-0032961,2024-03-12,March,3,2024,2024-03,Tuesday,Referral,/home,Mobile,Los Angeles,3,155.0,False,False,True
SES-0032962,2024-03-12,March,3,2024,2024-03,Tuesday,Organic Search,/home,Mobile,San Diego,2,217.0,False,False,True
SES-0032963,2024-03-12,March,3,2024,2024-03,Tuesday,Direct,/services,Desktop,Houston,4,176.0,False,False,True
SES-0032964,2024-03-12,March,3,2024,2024-03,Tuesday,Email Campaign,/home,Mobile,Philadelphia,1,19.0,True,False,True
SES-0032965,2024-03-12,March,3,2024,2024-03,Tuesday,Email Campaign,/blog,Tablet,San Diego,2,242.0,False,False,False
SES-0032966,2024-03-12,March,3,2024,2024-03,Tuesday,Direct,/home,Desktop,Chicago,1,29.0,True,False,True
SES-0032967,2024-03-12,March,3,2024,2024-03,Tuesday,Social Media,/home,Tablet,Austin,1,36.0,True,False,True
SES-0032968,2024-03-12,March,3,2024,2024-03,Tuesday,Paid Search,/services,Tablet,Phoenix,1,12.0,True,False,False
SES-0032969,2024-03-12,March,3,2024,2024-03,Tuesday,Organic Search,/about,Desktop,Philadelphia,5,277.0,False,False,False
SES-0032970,2024-03-12,March,3,2024,2024-03,Tuesday,Organic Search,/home,Desktop,San Diego,3,173.0,False,False,False
SES-0032971,2024-03-12,March,3,2024,2024-03,Tuesday,Organic Search,/services,Tablet,San Antonio,1,11.0,True,False,False
SES-0032972,2024-03-12,March,3,2024,2024-03,Tuesday,Referral,/home,Mobile,Dallas,1,43.0,True,False,True
SES-0032973,2024-03-12,March,3,2024,2024-03,Tuesday,Direct,/services,Tablet,Austin,6,301.0,False,False,True
SES-0032974,2024-03-12,March,3,2024,2024-03,Tuesday,Referral,/contact,Desktop,Los Angeles,5,158.0,False,False,False
SES-0032975,2024-03-12,March,3,2024,2024-03,Tuesday,Organic Search,/blog,Desktop,San Antonio,7,137.0,False,False,True
SES-0032976,2024-03-12,March,3,2024,2024-03,Tuesday,Organic Search,/services,Desktop,Philadelphia,2,291.0,False,False,True
SES-0032977,2024-03-12,March,3,2024,2024-03,Tuesday,Organic Search,/book-appointment,Desktop,Dallas,5,461.0,False,False,False
SES-0032978,2024-03-12,March,3,2024,2024-03,Tuesday,Email Campaign,/testimonials,Tablet,Phoenix,1,36.0,True,False,True
SES-0032979,2024-03-12,March,3,2024,2024-03,Tuesday,Referral,/about,Desktop,Houston,1,41.0,True,False,True
SES-0032980,2024-03-13,March,3,2024,2024-03,Wednesday,Paid Search,/services,Mobile,San Diego,6,247.0,False,True,True
SES-0032981,2024-03-13,March,3,2024,2024-03,Wednesday,Social Media,/home,Tablet,Houston,2,189.0,False,False,False
SES-0032982,2024-03-13,March,3,2024,2024-03,Wednesday,Organic Search,/about,Mobile,Houston,5,262.0,False,True,True
SES-0032983,2024-03-13,March,3,2024,2024-03,Wednesday,Referral,/contact,Desktop,Phoenix,1,14.0,True,False,False
SES-0032984,2024-03-13,March,3,2024,2024-03,Wednesday,Organic Search,/home,Desktop,Philadelphia,1,37.0,True,False,False
SES-0032985,2024-03-13,March,3,2024,2024-03,Wednesday,Paid Search,/about,Mobile,Chicago,4,314.0,False,False,True
SES-0032986,2024-03-13,March,3,2024,2024-03,Wednesday,Direct,/team,Mobile,San Antonio,6,378.0,False,False,False
SES-0032987,2024-03-13,March,3,2024,2024-03,Wednesday,Social Media,/book-appointment,Desktop,Phoenix,7,152.0,False,False,False
SES-0032988,2024-03-13,March,3,2024,2024-03,Wednesday,Paid Search,/home,Mobile,New York,5,379.0,False,False,False
SES-0032989,2024-03-13,March,3,2024,2024-03,Wednesday,Paid Search,/testimonials,Mobile,Chicago,1,33.0,True,False,False
SES-0032990,2024-03-13,March,3,2024,2024-03,Wednesday,Paid Search,/about,Desktop,Philadelphia,6,250.0,False,False,False
SES-0032991,2024-03-13,March,3,2024,2024-03,Wednesday,Paid Search,/services,Desktop,Philadelphia,1,30.0,True,False,True
SES-0032992,2024-03-13,March,3,2024,2024-03,Wednesday,Direct,/about,Desktop,New York,1,20.0,True,False,True
SES-0032993,2024-03-13,March,3,2024,2024-03,Wednesday,Organic Search,/contact,Mobile,San Antonio,1,29.0,True,False,False
SES-0032994,2024-03-13,March,3,2024,2024-03,Wednesday,Social Media,/testimonials,Desktop,New York,1,31.0,True,False,False
SES-0032995,2024-03-13,March,3,2024,2024-03,Wednesday,Referral,/home,Desktop,Phoenix,1,37.0,True,False,False
SES-0032996,2024-03-13,March,3,2024,2024-03,Wednesday,Email Campaign,/home,Mobile,Phoenix,8,138.0,False,False,False
SES-0032997,2024-03-13,March,3,2024,2024-03,Wednesday,Organic Search,/book-appointment,Desktop,Chicago,1,11.0,True,False,False
SES-0032998,2024-03-13,March,3,2024,2024-03,Wednesday,Organic Search,/contact,Tablet,San Diego,2,145.0,False,False,True
SES-0032999,2024-03-13,March,3,2024,2024-03,Wednesday,Referral,/blog,Mobile,Philadelphia,6,116.0,False,False,False
SES-0033000,2024-03-13,March,3,2024,2024-03,Wednesday,Organic Search,/about,Desktop,Los Angeles,6,224.0,False,False,False
SES-0033001,2024-03-13,March,3,2024,2024-03,Wednesday,Organic Search,/blog,Desktop,Los Angeles,1,18.0,True,False,False
SES-0033002,2024-03-13,March,3,2024,2024-03,Wednesday,Paid Search,/team,Mobile,Phoenix,2,253.0,False,False,False
SES-0033003,2024-03-13,March,3,2024,2024-03,Wednesday,Organic Search,/blog,Mobile,Phoenix,7,406.0,False,False,True
SES-0033004,2024-03-13,March,3,2024,2024-03,Wednesday,Organic Search,/blog,Mobile,Dallas,4,394.0,False,False,True
SES-0033005,2024-03-13,March,3,2024,2024-03,Wednesday,Organic Search,/services,Mobile,Chicago,4,158.0,False,False,True
SES-0033006,2024-03-13,March,3,2024,2024-03,Wednesday,Organic Search,/blog,Desktop,Chicago,8,157.0,False,False,True
SES-0033007,2024-03-13,March,3,2024,2024-03,Wednesday,Organic Search,/services,Desktop,Houston,1,21.0,True,False,True
SES-0033008,2024-03-13,March,3,2024,2024-03,Wednesday,Organic Search,/about,Desktop,New York,1,21.0,True,False,True
SES-0033009,2024-03-13,March,3,2024,2024-03,Wednesday,Organic Search,/book-appointment,Desktop,Phoenix,7,296.0,False,False,True
